Ind,Pri,Cmp,GLON,GLAT,Vmag,f_Vmag,SpType,pml,pmb,dpml,e_dpml,dpmb,e_dpmb,Dis,e_Dis,Rvel,dRVel,e_dRVel,Mass,dR,Prob,ra_y,ra_error_y,dec_y,dec_error_y,l_y,b_y,phot_g_mean_mag_y,bp_rp_y,bp_g_y,g_rp_y,teff_val_y,pmra_y,pmra_error_y,pmdec_y,pmdec_error_y,radial_velocity_y,radial_velocity_error_y,distance_y,distance_error_y,del_pmra,del_pmra_error,del_pmdec,del_pmdec_error,angular_sep_1,angular_sep_2,proy_sep,proy_sep_2,rel_vel,rel_vel_err
5,1532,1532,97.4,-71.2,9.9,109, K5;UnK,-152.3,-267.1,,,,,21.1,0.7,-11.1,,,0.6,,,4.7730178457,0.047523364,-9.9661504681,0.0287506643,97.443082651,-71.2193554805,9.312404,1.6999321,0.8331928,0.8667393,4182.06,-36.5927162337,0.1259149548,-301.4346617143,0.0617604491,-11.1036927251,0.3479267918,20.1969883556,0.0229833379,0,0.2518299095,0,0.1235208983,0,0,,0,0,
5,1532,1539,103.8,-64.7,10.93,, -;UnK,-93.1,-199.6,11.7,8.5,18.1,14.4,31,2.2,,,,0.54,2.5432,0.19,4.8015327683,0.0372674306,-3.054553422,0.0292728821,103.7963950852,-64.722056503,10.279432,1.77069,0.8795538,0.89113617,4086.4033,-27.119916851,0.0948295435,-217.82705229,0.0586808718,-20.8660066993,0.5582407568,31.1866784476,0.0462636094,-9.4727993827,0.2207444983,-83.6076094243,0.1204413209,6.911655038,6.911655038,11.3985993605,11.3985993605,3.3838506618,0.067750469
7,3876,3876,122.8,7.6,7.75,70, K0;BiN,372.6,200.1,,,,,21.6,0.2,-28.5,,,0.8,,,12.4484352357,0.0271956262,70.4503559355,0.0258171106,122.7931636141,7.5790489061,7.487717,1.092422,0.49106884,0.60135317,5103,369.7438720144,0.0513022054,201.8410016463,0.0462906825,-31.6399226327,0.145475964,21.5773423353,0.0153248116,0,0.1026044108,0,0.0925813651,,0,,0,0,
7,3876,7346,124.4,20.1,9.04,, K2;UnK,266,180.6,3.8,7.8,-2,5.1,30.5,0.8,,,,0.75,4.7609,0.88,23.6820464325,0.0243854541,82.8494284021,0.0217608489,124.358067695,20.097852024,8.734501,1.1895065,0.54160595,0.6479006,4872.1797,294.6658103939,0.0427061389,130.7328451274,0.0409957365,7.6340978887,0.3541111744,31.4056749351,0.026068181,75.0780616205,0.0940083443,71.1081565189,0.087286419,12.6102487986,12.6102487986,11.3705359593,11.3705359593,6.1686115824,0.0815446854
9,10337,10337,199.7,-70.5,9.84,108, K5;UnK,88.5,371.5,,,,,22.3,0.8,3.2,,,0.57,,,33.3024198382,0.0279883379,-21.1962146862,0.0342356024,199.6994913238,-70.4562207156,9.259623,1.6896486,0.82907295,0.8605757,4130,375.4756253306,0.0690584684,55.8061335111,0.0848536992,2.6878660524,0.3126409827,23.7487493166,0.022625422,0,0.1381169367,0,0.1697073984,0,0,,0,0,
9,10337,6008,147.7,-74.9,10.8,, M1;UnK,331.7,159.5,-9.2,19.1,4.4,16.9,23.4,1.4,,,,0.48,6.0374,0.24,19.3171309609,0.0292563619,-13.263171917,0.0293420235,147.7403884786,-74.8766953525,10.013122,2.0051537,1.0304003,0.9747534,3871.82,364.2830146845,0.0664900874,21.2582769908,0.0570585968,16.7686670176,0.272856082,23.6033854158,0.0196590096,11.1926106461,0.1355485558,34.5478565203,0.141912296,15.5214421347,15.5214421347,6.3958807883,6.3958807883,4.1895975,0.0546177922
12,12158,12158,173.9,-55.3,8.1,77, K0V;UnK,191.2,265.7,,,,,24.1,0.6,27.5,,,0.79,,,39.1754044144,0.0495800484,-3.1558861552,0.0467637127,173.8802332898,-55.2499002742,7.8433557,1.1222401,0.51055574,0.6116843,4999,323.0133490348,0.1084113762,58.3840306992,0.1024128608,21.8916377964,3.4156498977,24.3394034531,0.0306987259,0,0.2168227524,0,0.2048257215,0,0,,0,0,
12,12158,11000,173.7,-60.5,9.07,, K0;UnK,174,246.9,2.4,7,15.4,9.5,26.3,0.8,,,,0.69,2.2179,0.61,35.436353067,0.0667578456,-6.879309823,0.0399920473,173.6830562598,-60.5150201674,8.703087,1.3162875,0.6084175,0.70787,4716.05,295.3835475887,0.1066436386,51.5726676141,0.0800173326,,,27.7038311673,0.0451934463,27.629801446,0.2150550148,6.8113630851,0.1824301934,5.2661570722,5.2661570722,4.1245187825,4.1245187825,1.5247740908,0.1378793502
16,15371,15371,279,-47.2,5.24,31, G1V;BiN,-1334.6,639.1,,,,,12,0,11.6,,,0.86,,,49.5658256917,0.1631348327,-62.5035741698,0.2060140572,278.961344872,-47.2142912019,5.0193624,0.79470634,0.3857689,0.40893745,5947,1331.1505102242,0.3551165812,648.5234299795,0.4306888376,12.0136237706,0.3202496712,12.0464290724,0.0274018297,0,0.7102331624,0,0.8613776752,0,8.53773646251594E-07,0,2.38418579101562E-07,0,
16,15371,15330,279.1,-47.2,5.53,, G4V;BiN,-1343.9,638.9,5.2,4.6,-0.6,2.4,12,0,12.1,-0.6,0.2,0.86,0.018,1,49.454851016,0.0704780706,-62.5725228284,0.0751876617,279.0876789962,-47.2113522091,5.3055005,0.8278556,0.3888936,0.43896198,5823.3335,1337.5907579622,0.1421973014,649.9297619613,0.1536477352,12.2123719218,0.1716975786,12.0391199563,0.0107083142,-6.440247738,0.4973138826,-1.4063319818,0.5843365728,0.0858661792,0.0858661792,0.0194717451,0.0194717451,0.3268410552,0.2918379033
17,17414,17414,171.7,-29.4,9.99,111, K7;UnK,337.3,-116,,,,,17.7,0.6,37.8,,,0.5,,,55.9697273173,0.0395565911,16.6706672628,0.0226896164,171.6786241872,-29.4464886683,9.214379,1.8807926,0.9521904,0.9286022,4064.6667,157.9451874185,0.0862984331,-316.3259374331,0.052056182,34.1834397169,0.1488874955,17.2088192157,0.0118946484,0,0.1725968662,0,0.104112364,0,0,,0,0,
17,17414,17405,171.7,-29.5,10.83,, M1;UnK,334.6,-112.2,23.5,18.9,-10.8,7,16.7,0.7,22.5,15.3,14.1,0.45,0.0092,1,55.9392323793,0.0409437942,16.6659333016,0.0280629075,171.6584058509,-29.4702779486,9.917213,2.1377754,1.1208191,1.0169563,3892.5,156.214719243,0.088838957,-310.2912499131,0.0642920678,34.2180961717,1.0833929391,17.2392872381,0.0135844377,1.7304681755,0.17513739,-6.03468752,0.1163482498,0.0295946571,0.0295946571,0.0317403614,0.0317403614,0.4632978875,0.0359234353
18,18859,18859,190.7,-36.9,5.38,34, F5V;BiN,293,-18.6,,,,,18.8,0.1,17.6,,,1.15,,,60.6537471122,0.096517844,-0.2700054406,0.0652773642,190.7422595629,-36.8721506853,5.2303567,0.6754408,0.29719305,0.37824774,6211.6665,149.1857437012,0.1895708001,-251.6749580649,0.1410324321,17.5118540972,0.2598416577,18.7712467207,0.0407615,0,0.3791416001,0,0.2820648641,8.53773646251594E-07,0,3.06423895106758E-07,0,0,
18,18859,17414,171.7,-29.4,9.99,, K7;UnK,337.3,-116,8.1,10.4,15.1,2.6,17.7,0.6,37.8,-28.6,10,0.5,5.7715,0.16,55.9697273173,0.0395565911,16.6706672628,0.0226896164,171.6786241872,-29.4464886683,9.214379,1.8807926,0.9521904,0.9286022,4064.6667,157.9451874185,0.0862984331,-316.3259374331,0.052056182,34.1834397169,0.1488874955,17.2088192157,0.0118946484,-8.7594437173,0.2758692332,64.6509793682,0.1930886141,17.5588486971,17.5588486971,5.7046264863,5.7046264863,3.4350082539,0.0564041852
18,18859,17695,189.7,-41,11.59,, M2.5V;OtH,330.4,-5.2,14.6,16.5,-3.9,4.1,16.1,0.7,0,17.3,10,0.4,1.3702,0.8,56.8480333639,0.0445488412,-1.9733875552,0.0327849835,189.7503218447,-40.9689192743,10.496184,2.4865723,1.3653259,1.1212463,3618.41,180.6731636221,0.0974111238,-274.1842492026,0.0900250589,,,16.8021714321,0.0159468524,-31.4874199209,0.2869819238,22.5092911377,0.2310574909,4.1687345404,4.1687345404,2.3550279958,2.3550279958,1.2474617717,0.0822769234
20,19855,19855,186.7,-30.5,6.94,61, G5IV;F/E,29.4,-149.6,,,,,21.1,0.3,-7.7,,,0.87,,,63.8570057425,0.0373941448,6.199170431,0.027225254,186.6574185287,-30.5042887283,6.762743,0.8679123,0.37834072,0.48957157,5648,-101.762752602,0.0797046293,-111.9820722231,0.0545112814,-7.9338724852,0.155334698,22.1041223658,0.0219369845,0,0.1594092585,0,0.1090225628,0,0,,0,0,
20,19855,16560,177.4,-37.8,11.17,, K7;UnK,3.3,-96.3,0.8,3.7,-13,12.1,30.8,3.6,,,,0.55,3.8779,0.12,53.3050071347,0.0313592969,7.4525583126,0.0238248522,177.3908007391,-37.765891143,10.729658,1.5412674,0.73802567,0.8032417,4266.13,-65.2344774109,0.0693189087,-70.8351245605,0.0524027117,-10.2669068045,0.3744220177,51.365645601,0.0973809851,-36.5282751911,0.149023538,-41.1469476626,0.1069139931,10.5514857801,10.5514857801,29.9104330258,29.9104330258,7.6000075444,0.0294442611
21,19859,19859,186.7,-30.5,6.32,47, G0IV;BiN,19.1,-152.6,,,,,21.3,0.2,-7.5,,,1.01,,,63.8695269821,0.0442785385,6.1863988064,0.0370328982,186.6779329867,-30.5019106089,6.158471,0.7470722,0.32173204,0.42534018,6052,-109.6997628914,0.0946873005,-107.367937644,0.0791491926,-7.213879402,0.1466780538,22.0868563204,0.0264277425,0,0.1893746011,0,0.1582983851,0,8.53773646251594E-07,,3.37174788087152E-07,0,
21,19859,19855,186.7,-30.5,6.94,, G5IV;F/E,29.4,-149.6,-10.1,1.8,-4.9,3.2,21.1,0.3,-7.7,0.2,0.2,0.87,0.0066,1,63.8570057425,0.0373941448,6.199170431,0.027225254,186.6574185287,-30.5042887283,6.762743,0.8679123,0.37834072,0.48957157,5648,-101.762752602,0.0797046293,-111.9820722231,0.0545112814,-7.9338724852,0.155334698,22.1041223658,0.0219369845,-7.9370102894,0.1743919298,4.6141345791,0.133660474,0.0178345562,0.0178345563,0.0185854537,0.0185854537,0.9594839695,0.0109067634
22,23693,23693,266,-36.7,4.71,23, F7V;OtH,-113.8,-44.9,,,,,11.6,0,-0.8,,,1.07,,,76.3774767179,0.1379873821,-57.472196938,0.146773581,266.0330414479,-36.7160192944,4.5119762,0.67446613,0.33842182,0.3360443,6227,-32.140341734,0.2759888883,117.4166969975,0.3096572665,-1.1451194413,0.2222697772,11.624682346,0.0204835659,0,0.5519777766,0,0.619314533,0,8.53773646251594E-07,1.73221265465424E-07,2.38418579101562E-07,0,
22,23693,23708,266.1,-36.7,8.98,, K7Vk;UnK,-116.4,-46.5,2.8,2.2,1.6,1.9,11.7,0.1,-29.2,28.4,10,0.53,0.0182,1,76.447121711,0.0235266579,-57.5533175243,0.0279277611,266.1283738824,-36.6697978481,8.285497,1.7905989,0.8933525,0.89724636,3968.5,-32.7838444342,0.0492481422,119.6334445214,0.0537138843,-0.8769311166,0.1630999205,11.6979272324,0.0034698843,0.6435027002,0.3252370305,-2.2167475239,0.3633711508,0.0893299623,0.0893299623,0.0754676404,0.0754676404,0.1704008382,0.0360796664
25,25278,25278,187.2,-10.3,5,25, F8V;BiN,142.1,206.9,,,,,14.4,0.1,37.8,,,1.06,,,81.1072270935,0.158203701,17.3835042915,0.1230511099,187.2013754074,-10.2840009919,4.8082776,0.70332575,0.33759832,0.36572742,6171,250.7647134179,0.3155411044,-7.3318058772,0.2086914915,37.668731768,0.2387470586,14.5851730334,0.0370582361,0,0.6310822088,0,0.4173829829,8.53773646251594E-07,0,1.71819205780547E-07,0,0,
25,25278,25220,187.1,-10.5,7.93,, K2;BiN,139.7,209.7,6.1,3.1,3.5,4.4,14.1,0.3,37.9,-0.2,0.1,0.65,0.0493,1,80.9110465779,0.0506724943,17.3240922921,0.0423812275,187.148747753,-10.4735076984,7.536029,1.359232,0.6356783,0.72355366,4628.6665,250.9998384594,0.092114633,-5.7779726322,0.0676095892,37.939595062,0.1336155368,14.5646316128,0.011238309,-0.2351250415,0.4076557373,-1.5538332451,0.2763010806,0.1964499116,0.1964499117,0.0540299965,0.0540299965,0.1083907795,0.0239389753
28,26690,26690,191,-8.1,8.33,81, F0;BiN,79.2,52.7,,,,,23.3,15.3,20.6,,,1.21,,,85.0756576794,0.0555865465,15.3501462416,0.0521030395,190.9909122937,-8.1301450383,8.308907,0.5484028,0.22726822,0.32113457,6659.3335,2.5511143208,0.099542767,-36.0581734949,0.0800046652,,,167.9534016608,2.1095944682,0,0.199085534,0,0.1600093303,0,0,1.53258493033669E-06,0,0,
28,26690,26844,191.2,-7.8,10.72,, K7;UnK,79,45.5,6.4,63.6,10.7,53.7,21.4,1,,,,0.27,0.1642,1,85.49563266,0.0420816655,15.3370410448,0.0387534157,191.2131860342,-7.7899345236,9.867197,1.8998232,0.96326447,0.9365587,3933.673,79.1152219983,0.0870276262,-43.0708198202,0.0678469053,,,22.4229680848,0.0253821268,-76.5641076775,0.1865703932,7.0126463253,0.1478515704,0.4052174576,0.4052174576,145.5310807578,145.5310807578,24.9789823243,0.3169002176
29,26779,26779,158.4,11.9,6.21,46, K1V;F/E,455.9,-257.5,,,,,12.3,0.1,0.9,,,0.84,,,85.3347523419,0.0436782051,53.4788041072,0.04142512,158.3864908823,11.9441753472,5.9764776,1.0105023,0.452878,0.55762434,5303,2.7836766721,0.0746348192,-523.6021067273,0.0720131497,1.0672175901,0.1769612595,12.2804929961,0.0073468454,0,0.1492696384,0,0.1440262994,0,0,,0,0,
29,26779,26801,158.4,12,9.78,, M0.5;OtH,449.8,-256.3,0.2,10.1,2.2,5.9,12.4,0.3,1.1,-0.2,1.3,0.45,0.0058,1,85.3780724849,0.0462684355,53.4875813942,0.0471660936,158.3918091115,11.9709050632,8.911996,2.0677948,1.0708752,0.99691963,3910,3.914917088,0.0779785938,-515.9384493212,0.0777837063,1.9169841005,0.2702936282,12.2779714185,0.0077448482,-1.1312404159,0.152613413,-7.6636574062,0.1497968561,0.0272313636,0.0272313636,0.0063574893,0.0063574893,0.4574326762,0.0294989384
30,27288,27288,219.4,-20.8,3.55,10, A2IV-V;OtH,-16.3,-12.8,,,,,21.6,0.1,18.9,,,1.46,,,86.7388588443,0.3366882376,-14.8219534428,0.3680502131,219.3992776881,-20.8265358722,3.4541342,0.25503635,0.23085237,0.024183989,7038.5,-15.6597498448,0.7849796341,-1.3848210393,0.8915473119,,,21.8736323301,0.1992715754,0,1.5699592683,0,1.7830946238,0,0,,0,0,
30,27288,26016,205.3,-18.2,8.6,, B8;UnK,0,-0.4,22.7,9.6,-19.2,6.1,23.9,11.4,,,,3.4,5.1064,0.32,83.2732894209,0.6999391583,-1.7209886907,0.6901043838,205.3075246188,-18.174104083,8.800712,0.06646919,-0.13068867,0.19715786,9136.5,,,,,,,,,,,,,13.5403931876,13.5403931876,,,,
31,27321,27321,258.4,-30.6,3.85,12, A6V;OtH,-82.3,13.3,,,,,19.4,0,20,,,1.39,,,86.8212336609,0.3136836086,-51.0661480316,0.3416554175,258.3634077588,-30.611670481,3.724775,0.2745397,0.2274208,0.047118902,7099.5,2.4926642993,0.683778588,82.5769976582,0.6825676085,,,19.7538315108,0.1302848041,0,1.367557176,0,1.365135217,0,0,0,0,0,
31,27321,23309,265.9,-37.4,10.02,, M0Ve;YnG,-76.6,26.7,-1,4,-4,3.7,26.8,0.8,19.4,-0.6,10.3,0.61,3.1142,0.61,75.1966552406,0.0232837789,-57.2567511763,0.0282753889,265.8602095355,-37.3739699791,9.352563,1.9194021,0.9727545,0.94664764,4033.0598,35.1977576582,0.045044125,74.1379518628,0.0542549205,18.0725897413,0.2982172758,26.900807117,0.0202887195,-32.705093359,0.728822713,8.4390457954,0.736822529,9.1782184821,9.1782184821,8.0427708505,8.0427708505,4.5937729316,0.1177089407
34,30314,30314,269.4,-26.8,6.53,50, G1V;YnG,-66.3,-1.4,,,,,23.8,0.2,31.2,,,0.96,,,95.6288211012,0.0240917031,-60.2183734885,0.0271171792,269.4134501395,-26.8334294174,6.3486395,0.7848067,0.33626652,0.4485402,5919.3335,-11.6023591552,0.0557570233,64.4322354765,0.051270013,31.4250761186,0.2100215286,23.8896031695,0.0143752858,0,0.1115140465,0,0.1025400259,8.53773646251594E-07,0,0.000000356,0,0,
34,30314,26373,254.5,-31.9,7.95,, K0V;YnG,1.5,24.6,-2.3,2.7,1.8,1.7,25.1,0.9,32.2,-0.3,0.3,0.76,5.7746,0.97,84.237035514,0.0215066689,-47.9646949212,0.0253559886,254.5400735192,-31.9359689664,7.541458,1.0105147,0.45268154,0.5578332,5343,22.9722982522,0.049029975,-1.1322468433,0.0507704383,32.3590581418,0.1520804747,24.6271559152,0.01544602,-34.5746574074,0.1047869983,65.5644823198,0.1020404513,13.9121642179,13.9121642179,5.9212280209,5.9212280209,8.4421041685,0.0202681037
34,30314,29964,282.7,-28.2,9.95,, K4Ve;YnG,-75.9,-6.8,1.2,2.2,3.8,1.7,38.6,1.3,16.3,12.7,10,0.71,4.9113,0.11,94.6174249571,0.0223464521,-72.0445263399,0.0273660543,282.6706289953,-28.2361821017,9.26082,1.4195404,0.6682558,0.7512846,4555.0034,-7.9079210651,0.0422781938,74.2952502336,0.0546091046,10.9521533998,2.934015661,39.2626769024,0.0391280428,-3.6944380901,0.0980352171,-9.8630147571,0.1058791175,11.8328202727,11.8328202727,16.6191138592,16.6191138592,6.5383438457,0.0344471674
34,30314,31878,271.2,-25,9.71,, K7Ve:;YnG,-75,-11.2,-3.7,3.2,-0.9,2.4,22.4,0.5,31.7,-0.7,10,0.62,1.0193,1,99.9581876939,0.0253277399,-61.4778798732,0.0285575562,271.1923318441,-24.9705425442,9.252085,1.6424923,0.80617714,0.83631516,4170,-27.3055277031,0.0577197169,74.9949325663,0.0558534639,31.5764884865,0.7432147138,22.2412157469,0.0141882058,15.7031685479,0.1134767401,-10.5626970897,0.1071234768,2.4557074159,2.4557074159,1.9217412062,1.9217412062,1.6810567997,0.0167941397
37,34414,34414,187.4,16.4,8.32,80, G5;OtH,212.6,-256.8,,,,,22.3,0.5,19.4,,,0.74,,,107.0168853337,0.0425564708,29.8332297069,0.0420688349,187.3566717468,16.4281184891,8.047057,1.1193724,0.5030832,0.61628914,4929.4565,-156.3498550067,0.0800162216,-294.0567255319,0.0755625227,19.5526379656,0.1644927701,23.0146339978,0.022108474,0,0.1600324432,0,0.1511250454,0,0,,0,0,
37,34414,34317,192.8,13.9,10.13,, -;UnK,154.8,-160.2,-23.8,8.6,-16.2,10.3,31.9,1.7,,,,0.64,2.2809,0.12,106.716716124,0.050452354,23.9680795713,0.0491260548,192.8389664713,13.8830455733,9.649433,1.4984913,0.7175665,0.7809248,4396.3374,-85.3460859205,0.082996074,-205.1825884157,0.0746942394,6.6610783456,0.6689637522,32.0282076555,0.0578548603,-71.0037690862,0.1630122956,-88.8741371162,0.1502567621,5.8712462327,5.8712462327,9.4328117069,9.4328117069,4.2070685478,0.032950661
38,35136,35136,170.3,23.5,5.54,36, G0V;OtH,187.4,-20.2,,,,,16.9,0.1,84.9,,,0.95,,,108.9591040936,0.073316524,47.2391629246,0.0729109873,170.3436159948,23.5148368877,5.367825,0.7781172,0.33989096,0.43822622,5912.6665,30.0702423522,0.1535040038,-186.4051649446,0.1186077907,85.0105678024,0.1432282794,16.8671146975,0.034777123,0,0.3070080076,0,0.2372155814,0,0,0,0,0,
38,35136,36704,182,23.8,7.68,, G5V;F/E,-24.1,-44.5,11.4,3.7,17.5,1.7,19.8,0.4,-16.3,102.5,0.3,0.78,3.152,0.11,113.2521498333,0.0457830744,37.0298866604,0.0477166593,182.0123390354,23.7518748322,7.406979,1.0591836,0.4801283,0.5790553,5149.5,-49.7320500509,0.0966095836,9.1190720944,0.0933602505,-15.8597363258,0.1645956279,20.6779787076,0.0206263407,79.8022924031,0.2501135874,-195.5242370391,0.2119680412,10.6896987591,10.6896987591,5.1602279874,5.1602279874,17.408545789,0.019329846
39,35550,35550,196,15.9,3.5,9, F0IV;SpB,3,-17.8,,,,,18.5,0.2,4.1,,,1.57,,,110.0305985024,0.6905858298,21.9822401259,0.6321826471,195.9849250445,15.8849436774,3.3361542,0.5726342,0.39079285,0.18184137,6300,-31.2027005775,1.3359912984,-15.5062299522,1.0805377517,,,17.3190012298,0.2439609661,0,2.6719825969,0,2.1610755035,0,0,0,0,0,
39,35550,28774,180.9,4.2,9.58,, A0;UnK,4.2,-2.2,7.2,21.1,-3.4,17.8,25.5,7.5,,,,2.32,6.0933,0.19,91.1369633766,0.0639395507,30.2384196875,0.0733643661,180.9491192378,4.2101775182,9.523835,0.15995312,0.06165886,0.09829426,8637,-1.9212335202,0.1199659098,-3.0664537133,0.0951433606,,,727.4073139646,46.0209467202,-29.2814670574,1.4559572082,-12.4397762388,1.1756811123,18.8314640408,18.8314640408,711.0373381993,711.0373381993,10.1576374257,0.275025792
39,35550,38228,193.3,24.1,6.9,, G5IV;F/E,8.8,-12.8,-4.3,4,-7.6,12.1,22,0.3,-16.5,20.3,7.3,0.88,2.7966,0.11,117.4793698596,0.0384825135,27.3631342298,0.0252305597,193.2818831162,24.1474558831,6.7183065,0.85967684,0.37355042,0.48612642,5713.5,-10.0267939078,0.0846513668,-11.3143299086,0.0487371995,-16.3103927064,0.2047827957,22.4180103085,0.0223327127,-21.1759066697,1.4206426652,-4.1919000435,1.1292749512,8.6431327154,8.6431327154,5.9007088024,5.9007088024,1.4990323654,0.0850376717
42,36551,36551,204.1,15.3,8.94,91, K5;OtH,293.7,-50.7,,,,,20.8,0.5,66.7,,,0.64,,,112.7824695101,0.0652108803,14.612893262,0.0543536957,204.076884088,15.2745401776,8.532446,1.3849721,0.64638615,0.73858595,4574.115,75.8878818049,0.1157779362,-290.3684251459,0.0854499079,66.3620729819,0.2590186166,20.750033263,0.0357094285,0,0.2315558724,0,0.1708998157,0,0,0,0,0,
42,36551,40910,209.9,26.1,9.75,, K5;UnK,206.5,-182,-13.4,12.4,20.8,4.6,24.3,1,15,51.9,2.7,0.62,4.3838,0.11,125.2301663831,0.0358343796,14.0702055197,0.0191885613,209.8671812165,26.0668348053,9.216841,1.6141167,0.7824211,0.83169556,4264.1777,-83.8743616729,0.0799211503,-261.9032515877,0.0446713507,6.970664266,0.2467398468,22.7154439315,0.0225397075,159.7622434778,0.1956990865,-28.4651735581,0.1301212586,12.0704715102,12.0704715102,4.9703818908,4.9703818908,16.513406124,0.0252871703
43,36704,36704,182,23.8,7.68,66, G5V;F/E,-24.1,-44.5,,,,,19.8,0.4,-16.3,,,0.78,,,113.2521498333,0.0457830744,37.0298866604,0.0477166593,182.0123390354,23.7518748322,7.406979,1.0591836,0.4801283,0.5790553,5149.5,-49.7320500509,0.0966095836,9.1190720944,0.0933602505,-15.8597363258,0.1645956279,20.6779787076,0.0206263407,0,0.1932191673,0,0.1867205011,0,0,2.17877909025015E-07,0,0,
43,36704,37103,180.3,25.1,10.47,, -;UnK,-10.4,-1.3,-8.3,12.1,-25.8,19,29.7,18,,,,0.71,0.704,0.13,114.3604925363,0.0456564145,38.8744614613,0.0274662942,180.3371932592,25.1083918633,10.756097,1.2246637,0.5540476,0.67061615,4868.685,2.0738567903,0.0927383889,0.7669163592,0.046739689,44.7391366075,0.3530858979,1061.4890718432,80.1258076329,-51.8059068412,0.1893479725,8.3521557353,0.1400999396,2.041092499,2.041092499,1040.8244730425,1040.8244730425,15.6072693392,1.3390896581
44,38228,38228,193.3,24.1,6.9,60, G5IV;F/E,8.8,-12.8,,,,,22,0.3,-16.5,,,0.88,,,117.4793698596,0.0384825135,27.3631342298,0.0252305597,193.2818831162,24.1474558831,6.7183065,0.85967684,0.37355042,0.48612642,5713.5,-10.0267939078,0.0846513668,-11.3143299086,0.0487371995,-16.3103927064,0.2047827957,22.4180103085,0.0223327127,0,0.1693027336,0,0.097474399,0,0,0,0,0,
44,38228,37103,180.3,25.1,10.47,, -;UnK,-10.4,-1.3,-6.4,8.2,-6.8,8.6,29.7,18,,,,0.71,4.532,0.22,114.3604925363,0.0456564145,38.8744614613,0.0274662942,180.3371932592,25.1083918633,10.756097,1.2246637,0.5540476,0.67061615,4868.685,2.0738567903,0.0927383889,0.7669163592,0.046739689,44.7391366075,0.3530858979,1061.4890718432,80.1258076329,-12.1006506981,0.1773897557,-12.0812462678,0.0954768885,11.8017489559,11.8017489559,1039.5550640785,1039.5550640785,12.5755299154,1.3701345731
46,39780,39780,200.8,26,5.3,32, G1IV;OtH,71,-1.9,,,,,23.3,0.2,-36.2,,,1.18,,,121.9411751971,0.0939354457,21.5815212668,0.0646899506,200.8105367173,25.9939553241,5.0933647,0.80655575,0.37805653,0.42849922,5900,23.6097709358,0.1979237417,-68.1221236425,0.1221740095,-35.9409577728,0.148324039,23.6068789298,0.069719131,0,0.3958474835,0,0.2443480189,8.53773646251594E-07,,3.04641676802023E-07,,0,
46,39780,34034,198.2,10.7,10.5,, K6;UnK,38,-62.3,3,9.4,-0.4,1.6,32.7,6,,,,0.29,6.3145,0.35,105.9084999731,0.0396173908,17.8581263983,0.0357140945,198.204407751,10.6547421483,10.013279,1.5256987,0.73607445,0.7896242,4331.29,-43.1984010995,0.0792922319,-55.1092378487,0.0675095991,-0.9384167342,0.6474515433,38.1389600562,0.0632665945,66.8081720353,0.2772159737,-13.0128857938,0.1896836086,15.5358686666,15.5358686666,16.6425064357,16.6425064357,10.7194660343,0.0334779623
46,39780,37103,180.3,25.1,10.47,, -;UnK,-10.4,-1.3,-18,32.3,-2.1,8.1,29.7,18,,,,0.71,7.5085,0.52,114.3604925363,0.0456564145,38.8744614613,0.0274662942,180.3371932592,25.1083918633,10.756097,1.2246637,0.5540476,0.67061615,4868.685,2.0738567903,0.0927383889,0.7669163592,0.046739689,44.7391366075,0.3530858979,1061.4890718432,80.1258076329,21.5359141455,0.2906621307,-68.8890400016,0.1689136985,18.4735181744,18.4735181744,1039.1255742468,1039.1255742468,13.8884614573,1.1504848141
47,42438,42438,150.6,35.7,5.63,38, G1.5Vb;F/E,-80.3,-47.1,,,,,14.4,0.1,-12.8,,,0.9,,,129.7984911285,0.0292895399,65.0212847878,0.060805157,150.5512898097,35.7039991357,5.4795527,0.79966927,0.35374737,0.4459219,5839.3335,-27.1581412332,0.0579862343,87.5459405573,0.1123687764,-13.0100969402,0.1573359865,14.4507735169,0.0136214069,0,0.1159724687,0,0.2247375528,8.53773646251594E-07,8.53773646251594E-07,2.15333305550707E-07,2.38418579101562E-07,0,
47,42438,35628,148.1,27.7,8.38,, K0;OtH,-74.7,-65.3,25.6,1.7,22.7,1.4,25,0.6,-8.8,-3.2,1.2,0.79,2.0609,0.3,110.2772537113,0.0149228971,67.6621392811,0.0260801645,148.1345922956,27.7384472683,8.119402,1.1021857,0.4898634,0.61232233,4972.25,-70.1147348435,0.0429974741,70.4456272223,0.0504240946,-9.2740004864,0.1221704584,25.8678377457,0.0256542192,42.9565936103,0.1009837085,17.100313335,0.162792871,8.225633765,8.225633765,11.7490695775,11.7490695775,7.2423781118,0.011229432
47,42438,56199,137.4,51.7,9.98,, K5;OtH,-70.9,9.9,2.9,3.6,-16.6,3.6,22.5,0.6,-15.5,3.2,10,0.6,4.6393,0.12,172.8051839697,0.0186373019,63.1576438797,0.0185737709,137.386263441,51.66056714,9.397316,1.6833296,0.8264036,0.85692596,4113.02,66.5049287908,0.0357619091,25.3734299129,0.03670605,-4.3578270275,0.2295788603,23.0069497474,0.0123329436,-93.663070024,0.0937481434,62.1725106444,0.1490748264,18.5166331869,18.5166331869,10.3745319643,10.3745319643,9.6767458045,0.0157371265
