Ind,Pri,Cmp,GLON,GLAT,Vmag,f_Vmag,SpType,pml,pmb,dpml,e_dpml,dpmb,e_dpmb,Dis,e_Dis,Rvel,dRVel,e_dRVel,Mass,dR,Prob,ra_y,ra_error_y,dec_y,dec_error_y,l_y,b_y,phot_g_mean_mag_y,bp_rp_y,bp_g_y,g_rp_y,teff_val_y,pmra_y,pmra_error_y,pmdec_y,pmdec_error_y,radial_velocity_y,radial_velocity_error_y,distance_y,distance_error_y,del_pmra,del_pmra_error,del_pmdec,del_pmdec_error,angular_sep_1,angular_sep_2,proy_sep,proy_sep_2,rel_vel,rel_vel_err
50,46417,46417,131.6,32.8,9.27,96, K5;OtH,355.8,256.4,,,,,23,0.5,-21.4,,,0.65,,,141.9843187365,0.0249155039,80.5783366765,0.034624558,131.6218497376,32.8038681565,8.810924,1.4825993,0.70583344,0.7767658,4464.053,9.1495726452,0.0495409771,-438.9056802752,0.057763317,-17.6846741082,0.3019206751,23.0954654125,0.0180317695,0,0.0990819542,0,0.115526634,8.53773646251594E-07,0,3.44149252958155E-07,0,0,
50,46417,48139,141.8,40,9.7,, K5;UnK,285.7,159.1,-10.5,12.5,1.5,9.2,33.8,1.5,,,,0.36,4.3771,0.18,147.2072896256,0.0186556039,69.7640407981,0.024229144,141.7746098249,40.0173406897,9.184434,1.4309301,0.6748915,0.75603867,4498.3066,-26.1395593716,0.0369930206,-327.0915141987,0.039986424,-20.9880936206,0.3817456656,31.5446171008,0.0257869907,35.2891320169,0.0865339977,-111.8141660765,0.097749741,10.8858526812,10.8858526812,9.8796603407,9.8796603407,4.9890743351,0.0196670466
51,46843,46843,201.2,46.1,7.05,62, K1Vk:;BiN,210.4,-196.1,,,,,17.8,0.2,11.2,,,0.84,,,143.1816195433,0.0420642857,26.9874676609,0.0401872221,201.211950199,46.0634786726,6.831162,0.98477983,0.44063902,0.5441408,5300,-147.2421355935,0.0788745926,-246.7492095992,0.0651623574,7.9358262801,0.1387224686,18.0777870495,0.0194462508,0,0.1577491851,0,0.1303247148,0,0,0,0,0,
51,46843,47201,207.6,46,9.43,, K5;OtH,128.2,-193,20.4,6,21.4,5.5,21.9,0.7,-35.1,47.6,1.8,0.62,1.3702,0.23,144.2965453193,0.0362163207,22.6933759802,0.0346169334,207.5671770855,45.9976710716,8.90721,1.5712519,0.75925064,0.8120012,4231,-151.213865095,0.0672513291,-178.0114842046,0.0529439855,-36.5976630448,0.3038750854,22.5491450761,0.0243143517,3.9717295015,0.1461259216,-68.7377253946,0.1181063429,4.4115890046,4.4115890046,4.7337653724,4.7337653724,4.1329640247,0.0310847055
54,52708,52708,269.9,30.2,9.37,98, K5Vk:;UnK,-58.6,-169.8,,,,,21.5,0.5,,,,0.66,,,161.6530871127,0.0362968994,-24.5859565455,0.0415143579,269.9113017284,30.1644718578,8.926487,1.4488134,0.6842003,0.76461315,4581,-141.6729165242,0.0779855369,-110.2717184986,0.0823408101,-11.9771043274,0.2358867259,21.2485340527,0.0258813069,0,0.1559710738,0,0.1646816201,0,,,,0,
54,52708,55066,271.2,42.2,9.98,, K5;UnK,-95,-189.9,22.3,4.1,-10.8,21.8,17.9,0.5,-7.8,,,0.52,4.548,0.14,169.0915011114,0.0571348857,-14.6938956568,0.0368368155,271.1581552475,42.2373033345,9.328498,1.803956,0.90044117,0.90351486,4017.725,-174.2482089936,0.0837665206,-120.6179881343,0.0713935318,15.9917033437,0.2969533541,18.2711828733,0.0282718972,32.5752924695,0.1617520575,10.3462696357,0.1537343419,12.1142805538,12.1142805538,5.1142838279,5.1142838279,1.0550831694,0.0295300033
55,53721,53721,175.8,63.4,5.03,27, G1V;OtH,62.3,-316.1,,,,,14.1,0,11.1,,,1.02,,,164.8647610876,0.1097179544,40.4304930986,0.1454265901,175.783045698,63.3677008069,4.8306003,0.77671385,0.37210703,0.40460682,5947,-317.6422507772,0.2015815926,55.0139372211,0.2495408981,11.4177835493,0.1562402646,13.8020833021,0.0287081715,0,0.4031631853,0,0.4990817961,0,8.53773646251594E-07,,2.38418579101562E-07,0,
55,53721,54426,178.8,65.7,8.35,, K0;OtH,34.4,-215.5,-7.2,1.8,13.1,4.1,22.6,0.4,-36.4,46.7,0.9,0.76,0.6437,0.73,167.0572216237,0.0368548837,38.4268065725,0.0445786871,178.7549518165,65.6589172322,8.03395,1.156312,0.52495384,0.63135815,4956.1997,-213.2061321177,0.0606009773,40.5284379888,0.0795501695,-36.2393939235,0.1603886296,22.8216000003,0.0253709886,-104.4361186595,0.26218257,14.4854992323,0.3290910676,2.6232895021,2.6232895021,9.0560400277,9.0560400277,2.4160506958,0.0586295247
57,54952,54952,131.9,41.9,7.68,67, K5;BiN,296.8,-292.3,,,,,14.6,0.1,8.1,,,0.71,,,168.793489553,0.0235588914,73.4756889438,0.0210963969,131.9015884876,41.9344841378,7.2976947,1.2620625,0.5845356,0.67752695,4721,-403.470557497,0.0446896417,112.3250280003,0.0456933404,8.5492746655,0.1553483592,14.4672369875,0.0052613063,0,0.0893792835,0,0.0913866807,8.53773646251594E-07,0,2.15578630379987E-07,0,0,
57,54952,36635,147.1,28.8,10.84,, M1;OtH,116,-176.2,7.7,10.7,6.9,10.7,25.2,1.4,-17.9,34.6,10.1,0.42,4.6029,0.13,113.0063726413,0.0238706725,68.620465139,0.0418201736,147.1051364202,28.8006179449,10.044122,2.0730133,1.0762396,0.9967737,3976.825,-172.7140828202,0.0473680862,-119.6284281139,0.0721238656,-18.468541119,0.2417926711,23.3909783616,0.0221286537,-230.7564746768,0.0920577279,231.9534561142,0.117817206,18.0056790499,18.0056790499,10.6197514005,10.6197514005,22.6508109138,0.0087656148
58,57493,57493,145.7,63.2,9.51,101, K5;OtH,5.4,123.9,,,,,24.5,0.8,1.8,,,0.63,,,176.7649983099,0.0132784697,50.9713433382,0.0203540293,145.7218909354,63.2132654146,9.0043125,1.5525389,0.74527645,0.8072624,4258.59,61.4013149316,0.0321516372,-107.487435954,0.0359920373,0.2350054366,0.2297434377,23.5678018801,0.0155855893,0,0.0643032743,0,0.0719840747,0,0,,0,0,
58,57493,53637,161.4,59.5,10.52,, M0;UnK,48,108.1,-18.6,4,-1.7,7.2,27.7,1.4,,,,0.55,3.5578,0.21,164.5992444956,0.030800745,48.2876736574,0.0697395768,161.3573556241,59.5412419817,9.895335,1.7448502,0.86432934,0.8805208,4101.1025,58.712557766,0.0613387776,-97.8549274838,0.0785002621,-1.9912905974,0.3653338769,28.3274044942,0.0675704987,2.6887571656,0.0934904147,-9.6325084702,0.1144922995,8.3128807943,8.3128807943,6.0566208535,6.0566208535,1.5276396059,0.0419656348
59,59774,59774,132.6,59.4,3.32,6, A3V;VaR,-108.9,-3.9,,,,,24.7,0.1,-13.4,,,1.63,,,183.8573218184,0.1950703908,57.0326520933,0.1922261416,132.5657507667,59.4170079869,3.2205215,0.26193786,0.25535178,0.006586075,6907,102.7277568976,0.3942597288,9.2366291867,0.4097936585,,,24.8531070741,0.1576691375,0,0.7885194577,0,0.819587317,0,8.53773646251594E-07,,4.76837158203125E-07,0,
59,59774,61946,125.8,61.3,8.27,, K3V;F/E,-121.7,15.2,0.7,3.3,-27.5,4.3,23.4,0.4,-6.3,-6.4,1.3,0.78,1.6667,0.36,190.4364481836,0.024009008,55.72465104,0.0215577632,125.7783325368,61.3500012021,7.973305,1.1654558,0.5295234,0.63593245,4939.2666,122.6818937462,0.0469713736,-5.1368239753,0.0433026331,-10.0642346079,0.1471129019,22.7316477642,0.0161483005,-19.9541368486,0.4412311024,14.373453162,0.4530962916,3.8686954328,3.8686954328,2.6599458722,2.6599458722,1.9873507971,0.1267121037
60,61053,61053,129.9,63.8,6.2,45, F9V;OtH,-51.8,-175.5,,,,,21.8,0.2,-22.1,,,1.04,,,187.7090348332,0.0242830744,53.0773892085,0.0258061128,129.9403802868,63.7696199401,6.058418,0.73079205,0.30881882,0.42197323,6049,18.935092562,0.0436369074,181.6021323132,0.0536211668,-21.8232948311,0.1450162094,22.3627088823,0.0190544878,0,0.0872738147,0,0.1072423335,8.53773646251594E-07,0,3.33230329786348E-07,0,0,
60,61053,63894,116.9,67.5,9.26,, K0;OtH,-43.1,-148.9,7.9,2.4,-17.2,5.2,22.4,0.6,-2.8,-20,3.1,0.62,2.4812,0.49,196.4229513685,0.0170728253,49.4725357813,0.0166393301,116.8767397819,67.4877943667,8.816833,1.4536953,0.68885994,0.76483536,4610.3423,63.1402585628,0.0320242955,139.5857510697,0.0336104837,-6.5998303665,0.1701522709,21.5987321106,0.0108037502,-44.2051660008,0.0756612029,42.0163812435,0.0872316504,6.5284804887,6.5284804887,2.6168309113,2.6168309113,6.6736779072,0.0329194252
61,61174,61174,296.2,46.4,4.3,19, F2V;VaR,-416.1,-103.2,,,,,18.3,0.1,1.8,,,1.43,,,188.0157065574,0.3708980845,-16.1962562332,0.2908275296,296.1766201062,46.421204797,4.1916213,0.529644,0.22642899,0.30321503,6722,-424.3231289786,1.4718225226,-60.7653099341,1.046652488,0.6913620498,0.7221597565,17.9613024662,0.1660282603,0,2.9436450452,0,2.093304976,8.53773646251594E-07,0,2.31786731194645E-07,0,0,
61,61174,65520,312,33.9,11.04,, M1;UnK,-458,-34.5,-5.6,21.7,0.8,15.6,16.7,0.7,-30,25.3,5.2,0.39,5.5439,0.4,201.4513168478,0.0440879649,-28.3744336249,0.0384804865,312.0427983692,33.8885908815,10.108589,2.2225704,1.1835566,1.0390139,3912,-451.9043526015,0.081965527,-103.7571864303,0.0876176493,-27.6598214375,0.4030056078,15.3881346608,0.0126331513,27.5812236229,1.5537880496,42.9918764961,1.1342701372,17.3748150583,17.3748150583,5.6430222083,5.6430222083,3.9712682632,0.208364797
65,62229,62229,302.1,5.5,7.82,73, K4V;YnG,-197.6,-134.8,,,,,20.5,0.4,15.3,,,0.79,,,191.3084500223,0.0281231312,-57.3585674707,0.0280582248,302.0915245481,5.5030585768,7.5280385,1.1449656,0.5400157,0.60494995,4943.75,-201.0325573535,0.0518984452,-131.5477051484,0.045884148,14.7563021425,0.1568495768,19.8076596037,0.0176553616,0,0.1037968903,0,0.091768296,0,0,2.95157128627889E-07,0,0,
65,62229,69570,316.9,12.5,8.23,, G5V;OtH,-136.5,-80.9,0.9,4.5,-0.5,3.3,35.4,1.1,-24.5,32.8,0.5,0.83,5.8017,0.97,213.602783848,0.037403767,-48.147161884,0.0453228476,316.9373001483,12.4554098296,8.045996,0.85977983,0.36295414,0.4968257,5727.3667,-102.2184078797,0.0953696382,-121.8968923972,0.1203672746,-23.9205389369,0.1328530297,37.8420659972,0.0873113455,-98.8141494738,0.1472680834,-9.6508127512,0.1662514226,16.2188118028,16.2188118028,19.6189184606,19.6189184606,9.5377808185,0.0376377616
68,65721,65721,337.7,74.1,4.97,24, G5V;BiN,-500.1,-368.8,,,,,18,0.1,4.6,,,1.12,,,202.1064898406,0.1370207561,13.7763084923,0.1385756997,337.6574823398,74.099102317,4.7087197,0.89537525,0.4519024,0.44347286,6245,-235.5621485063,0.3647913931,-576.2830256183,0.2380952643,5.0523151278,0.1668389084,17.9100123767,0.0554918467,0,0.7295827862,0,0.4761905285,0,0,,0,0,
68,65721,66840,329,60.2,9.76,, K5;OtH,-315,-330.4,-18.7,13.4,21,9.8,23.6,0.8,46.6,-31.5,1.2,0.61,4.4902,0.24,205.4813386211,0.0609215205,-0.1309894775,0.0350246027,328.9836293064,60.1619732103,9.182314,1.6384153,0.8022642,0.8361511,4197.175,-162.2183985694,0.0886234049,-429.1444767705,0.0734741201,46.110415451,0.1481108257,24.7201936867,0.0421288497,-73.3437499369,0.453414798,-147.1385488478,0.3115693843,14.3032929746,14.3032929746,8.5922655698,8.5922655698,1.6850910982,0.1999530965
73,70529,70529,28.8,68.5,9.77,107, M0;BiN,-885.9,-1046.5,,,,,16.4,0.4,13.5,,,0.5,,,216.434869646,0.0325640255,23.6122739297,0.0493843008,28.8030668894,68.443195022,9.006602,1.9262133,0.97517776,0.9510355,3965.46,792.5480677674,0.0922258112,-1116.6007102155,0.1113959591,8.7789934929,0.2071842627,16.345675316,0.0144769129,0,0.1844516223,0,0.2227919183,0,0,0,0,0,
73,70529,70536,28.8,68.4,9.98,, M0.5;BiN,-887.4,-1047,-16.2,33.1,-19.8,39.1,16,0.5,5.6,7.9,2.8,0.47,0.0036,1,216.448112933,0.0322051334,23.6156571952,0.0493364279,28.8201674035,68.4322774924,9.199808,2.005721,1.0286989,0.9770222,3866.09,793.4874618415,0.0851660142,-1119.0100570054,0.0945473094,,,16.3391013528,0.0144915196,-0.9393940742,0.1773918254,2.40934679,0.2059432685,0.0125971911,0.0125971912,0.0074918088,0.0074918088,0.1593703829,0.1682806154
74,72146,72146,12.1,60.3,7.87,75, K0;OtH,-313.3,80.8,,,,,18.9,0.3,-10,,,0.78,,,221.3497346529,0.0359064668,13.8453435449,0.0299408909,12.1093017233,60.29633912,7.5836124,1.1262865,0.5107546,0.6155319,5028.9,-231.6336169328,0.0642699962,-225.777120867,0.0647542952,-9.7999828775,0.174157003,18.8123172296,0.0143289691,0,0.1285399923,0,0.1295085903,0,0,,0,0,
74,72146,72339,353.2,50.9,8.04,, K0III;OtH,-193.2,-11.9,-7.7,7.5,-1.5,3.6,31.7,1.2,-12.6,7.7,1,0.84,4.6628,0.24,221.8857975154,0.0474334609,-0.2820782191,0.0553908337,353.2135931497,50.8911090588,7.8344765,0.95120525,0.41621208,0.5349932,5322.76,-130.7984476452,0.1059591609,-140.3651489135,0.1176551151,-12.4289648109,0.2083424188,31.9057349665,0.0723957233,-100.8351692876,0.1702291571,-85.4119719534,0.1824094102,14.1373938098,14.1373938098,14.4151165725,14.4151165725,1.4023361498,0.0555017512
78,78527,78527,90.2,44.6,4.01,15, F8IV;SpB,433.2,165.3,,,,,21,0.1,-7,,,1.54,,,240.4696297532,0.5038582191,58.5666882495,0.6340445543,90.1927181899,44.5855159388,3.824337,0.761281,0.39274263,0.36853838,6105.3335,-317.8715148789,1.5116351533,336.3936249661,1.910641096,,,21.48006828,0.2194562496,0,3.0232703067,0,3.821282192,0,8.53773646251594E-07,0,3.37174788087152E-07,0,
78,78527,79941,80.1,44.3,9.83,, M0;UnK,259.4,137.9,1.9,10.3,4.4,4.2,32,1,-11.6,-0.7,3.5,0.66,2.6556,0.55,244.7727675398,0.0195135902,51.7587347945,0.0196972011,80.0665248293,44.262506268,9.37839,1.4502115,0.6850052,0.76520634,4545.125,-188.4813843806,0.0377522852,224.8124247808,0.0417436183,-10.8301259168,0.4075490902,31.1949230899,0.0194040803,-129.3901304984,1.5493874386,111.5812001853,1.9523847143,7.2344782107,7.2344782107,10.2492491421,10.2492491421,4.6104904442,0.3092764926
80,79755,79755,99.9,39.5,8.61,87, M1V;BiN,290.7,407.9,,,,,10.7,0.1,-20.7,,,0.51,,,244.1725685926,0.0299447726,67.239204096,0.0267146212,99.9019100589,39.4718735362,7.9005194,1.8401103,0.91938305,0.92072725,3820.105,-498.0178130459,0.0497546234,84.1103571878,0.0528246413,-19.8553642239,0.1906633431,10.7676902227,0.0036062966,0,0.0995092469,0,0.1056492825,0,0,,0,0,
80,79755,79762,99.9,39.5,10.69,, M3;BiN,290.6,389.7,-1.2,6,15.9,8,10.7,0.2,-24,3.3,5.2,0.41,0.0033,1,244.1834311734,0.0396177135,67.2566282798,0.0356273229,99.9198491928,39.4604956671,9.608552,2.4899893,1.3685312,1.121458,3624.5466,-483.1676487608,0.0662028348,89.2661188246,0.0719969853,,,10.764537848,0.0047516826,-14.8501642852,0.1159574582,-5.1557616369,0.1248216266,0.0179234747,0.0179234747,0.0046130448,0.0046130448,0.8094256263,0.0159448512
81,80337,80337,341.6,7.2,5.37,33, G5V;YnG,52.7,-49.6,,,,,12.8,0.1,12.6,,,0.95,,,246.0057894,0.1361606782,-39.1929660542,0.100471628,341.6210982594,7.2124273458,5.1937857,0.7889552,0.37027454,0.41868067,5882.5,74.1463342835,0.3057166837,3.6657326335,0.225625446,12.8893266801,0.1323811896,12.9079489565,0.0231782293,0,0.6114333674,0,0.4512508921,0,,0.000000136,,0,
81,80337,80300,341.5,7.3,11.01,, DA;UnK,55.1,-53.2,-3.6,2.5,4.9,2.5,13.2,0.4,,,,5.67,0.0214,1,245.8914221459,0.0658375424,-39.2294874614,0.0458588864,341.5324539679,7.2505452073,10.996352,-0.37572193,-0.14064217,-0.23507977,8868.667,77.1349362891,0.1470767004,0.3338264231,0.110444314,,,12.914477193,0.0117799771,-2.9886020057,0.4527933841,3.3319062104,0.3360697601,0.095845039,0.095845039,0.0225630771,0.0225630771,0.2756863439,0.0425789235
83,82333,82333,62.9,39.7,9.67,103, M0;OtH,-266,-119.2,,,,,23.2,0.6,26,,,0.62,,,252.3534419934,0.01725313,39.2750535403,0.0214693211,62.8769432312,39.6719336398,9.205942,1.5824823,0.76689816,0.8155842,4257.9067,96.2617363074,0.0355489753,-276.5347494416,0.0501904969,19.77505591,0.1157704786,22.348853118,0.0111249722,0,0.0710979506,0,0.1003809938,0,0,0,0,0,
83,82333,86423,51.9,27.1,11.07,, -;UnK,-187.5,-74.2,-10,21,-5.7,21.8,25,1.5,,,,0.2,6.2905,0.7,264.8780395597,0.0157330196,27.7613578958,0.0190082508,51.9424177554,27.0980888508,10.333137,1.9734888,1.009593,0.9638958,3902.6553,15.7197801204,0.0329537752,-200.5846945734,0.0372114798,17.5995362477,0.2449794147,27.7986812037,0.0187558045,80.541956187,0.0685027505,-75.9500548682,0.0874019767,15.5117133822,15.5117133822,8.6578896525,8.6578896525,8.6236537956,0.0211491514
83,82333,87773,59.1,25.4,10.16,, K7;UnK,-223.7,-78.8,-3.9,12.9,19.5,23.1,25.4,1.1,,,,0.66,5.9088,0.34,268.9585297468,0.0172074392,33.4196233385,0.0194063633,59.1356863709,25.4423582631,9.709968,1.539197,0.73941994,0.79977703,4231.3823,9.6560559989,0.0375832064,-235.2976570367,0.0380971961,-0.9059372487,0.2184140949,29.7449746677,0.0204976249,86.6056803086,0.0731321817,-41.2370924048,0.088287693,14.5708384966,14.5708384966,9.8723809137,9.8723809137,9.6591000193,0.024586654
85,83591,83591,15.4,20.9,7.7,68, K5V;BiN,-1450,183.2,,,,,10.7,0.1,33.6,,,0.64,,,256.2601826198,0.0774191579,-5.0714137913,0.0501356649,15.3608320184,20.8929330322,7.2546973,1.4723902,0.69858885,0.7738013,4395.255,-916.5624570081,0.1552967574,-1138.8035585756,0.1040751551,34.1363650269,0.1518489474,10.4657312643,0.007127876,0,0.3105935148,0,0.2081503101,8.53773646251594E-07,0,1.60751176820026E-07,0,0,
85,83591,83599,15.4,20.8,10.08,, M2;BiN,-1444.2,192.2,-24.3,32.4,-6,4.6,10.6,0.2,34.2,-0.6,0.3,0.45,0.0096,1,256.3034501338,0.0432567033,-5.0991097597,0.0282370823,15.3597451108,20.8417138507,9.167628,2.1779337,1.1436205,1.0343132,4012.3398,-917.2763180928,0.0977522047,-1131.9472994929,0.0650118061,34.4354783014,0.4440926388,10.4562130743,0.0064508229,0.7138610847,0.2530489621,-6.8562590827,0.1690869612,0.0512292497,0.0512292497,0.0133447055,0.0133447055,0.3915848207,0.0654619143
86,83601,83601,20.8,23.8,6,43, F8.5IV;F/E,-299.6,-150.4,,,,,20.7,0.2,-17,,,1.09,,,256.3200042779,0.0549503535,0.7011217779,0.0405808445,20.7671849963,23.7789620532,5.848363,0.73817396,0.31331348,0.42486048,6021,-17.0338301466,0.1252117317,-334.1443884207,0.0821921784,-16.8372668277,0.1637537372,20.6614343946,0.027343977,0,0.2504234633,0,0.1643843568,8.53773646251594E-07,0,2.20817188048833E-07,0,0,
86,83601,82169,16.4,26.7,10.76,, K7Vk;UnK,-217.2,-109.7,-7.9,15,-1.8,7.7,28.1,1.9,,,,0.41,1.7595,0.62,251.8231393936,0.0315179097,-1.1899655428,0.0221279548,16.4457027368,26.6983323499,10.152315,1.6510696,0.8040571,0.8470125,4085.695,-16.4306990303,0.0661717316,-244.0372476339,0.0480590071,,,30.2870605119,0.0384489273,-0.6031311163,0.1913834632,-90.1071407868,0.1302511855,4.878093972,4.878093972,9.858292689,9.858292689,2.4128296029,0.074592624
87,84405,84405,358.3,6.9,4.33,20, K2V;BiN,-1201.4,-274,,,,,5.9,0,1,,,0.84,,,258.8351893751,0.2740037963,-26.6077392837,0.2022646699,358.2736759678,6.8768601594,4.795791,1.0469947,0.5142584,0.5327363,5080,-466.5408240448,0.6456104819,-1142.0629644481,0.4512402383,,,5.9603128389,0.0078523985,0,1.2912209638,0,0.9024804766,8.53773646251594E-07,0,7.69165505917786E-08,0,0,
87,84405,84478,358.4,6.8,6.33,, K5V;BiN,-1196.1,-249.1,2,5.8,-22.7,1.7,6,0,-0.5,1.4,0.2,0.65,0.0211,1,259.0533685734,0.0561041318,-26.5509898891,0.0437117169,358.4331580203,6.7495175616,5.8717546,1.4033499,0.68232584,0.72102404,4479.533,-479.8498043527,0.1006480649,-1124.5447769752,0.0681891181,-0.0369897464,0.2227382137,5.94994078,0.0026849265,13.3089803079,0.7462585468,-17.5181874729,0.5194293564,0.2032060382,0.2032060382,0.0235298949,0.0235298949,0.6539749279,0.0368155261
89,86141,86141,102.7,31.5,8.55,85, K4V;OtH,-50.3,-84.2,,,,,19.4,0.2,-26.6,,,0.67,,,264.0569156467,0.0260179283,71.8781959259,0.0339963797,102.7288285248,31.5059565018,8.164163,1.3493023,0.62931824,0.71998405,4541.2437,91.1164209759,0.0538100729,-37.2919990728,0.060047767,-24.4682457686,0.169253955,19.063943912,0.0094977345,0,0.1076201458,0,0.120095534,0,0,0,0,0,
89,86141,83988,82.3,36.3,8.85,, K0;BiN,-116,-76.1,0.8,3.9,0.4,3.7,19.9,0.8,3.3,-28.2,1.3,0.65,5.9573,1,257.544388581,0.0275448446,54.4939005013,0.0290153804,82.2722480392,36.3145528685,8.469924,1.4045224,0.660697,0.74382544,4503.46,81.8933177153,0.0710270665,-110.5896432567,0.0583093347,2.9479117956,0.1651140534,21.2524885084,0.012140293,9.2231032606,0.1248371394,73.2976441839,0.1183571018,17.6064630979,17.6064630979,6.5381616247,6.5381616247,7.7775492884,0.0033033712
89,86141,83996,82.3,36.3,9.34,, K8;BiN,-110.8,-80.9,-2.4,5.1,6.4,6.8,20.2,1.6,1.9,-26.8,1.2,0.62,5.9586,0.93,257.5521208018,0.0251416078,54.4896970252,0.0274669742,82.26672909,36.3103030208,8.846837,1.5417881,0.7435179,0.7982702,4210.4,86.2841398695,0.0537775274,-103.2539240941,0.0553178319,2.1886049691,0.3786766932,21.2432890852,0.0110153045,4.8322811063,0.1075876003,65.9619250213,0.115365599,17.6101144985,17.6101144985,6.5350256055,6.5350256055,7.0480987967,0.0051418991
90,87579,87579,46.5,21.9,8.5,84, K0;OtH,26.5,87.4,,,,,24.4,0.6,-12.7,,,0.76,,,268.3743942632,0.0158623161,21.3255408355,0.0328364369,46.4849141102,21.9127726329,8.19899,1.1642475,0.5241585,0.64008904,4884.5146,-73.266455839,0.0323720832,57.8749897822,0.0741158795,-13.3438246865,0.1590676723,24.5206240336,0.0247974679,0,0.0647441663,0,0.1482317591,0,0,,0,0,
90,87579,87745,29.9,14.2,10.12,, K5;UnK,-13.2,83.9,1,3.2,-16.7,5,26.2,1.3,-34.4,20.2,10,0.46,7.4713,0.11,268.8529063338,0.0331883311,3.7546076073,0.0348268698,29.8666239339,14.1702333978,9.54003,1.6886492,0.8279877,0.8606615,4130,-79.5978049703,0.0637071288,24.2957390709,0.069383242,-8.4103880436,0.2204830671,25.1792657363,0.0268916737,6.3313491313,0.096079212,33.5792507113,0.1434991215,17.5770846707,17.5770846707,7.6214037617,7.6214037617,3.9550766316,0.0278160966
93,92311,92311,48.3,8.4,9.17,94, K7;OtH,-558.5,181,,,,,17,0.4,-19.7,,,0.61,,,282.2142864041,0.034274961,17.4371264191,0.0419333987,48.2773570568,8.4068243533,8.604966,1.6677027,0.8130121,0.85469055,4181.98,-408.9374522167,0.0614809985,-422.8883881719,0.0765193938,-22.3011460886,0.1891388452,16.6795127682,0.0119130153,0,0.1229619969,0,0.1530387876,0,0,8.7873612234742E-08,0,0,
93,92311,95890,56.5,1.7,9.98,, K5;OtH,-278.9,92.8,-6.8,17.7,-7.6,6.3,30.6,1.6,12.8,-40.3,2.9,0.62,3.1427,0.15,292.5218246457,0.0224144844,21.6752579193,0.0281277343,56.5107175835,1.6962438252,9.501464,1.4335432,0.6749983,0.7585449,4470.9697,-216.0632481375,0.0458608204,-200.1025005644,0.0584552263,10.9516194904,0.7919188005,29.0614888487,0.0325814484,-192.8742040792,0.1073418189,-222.7858876075,0.1349746201,10.5931538333,10.5931538333,13.0320979274,13.0320979274,6.4123750729,0.0554688459
97,98106,98106,322.7,-30.7,8.4,83, K3+v;UnK,-296.6,46.8,,,,,23.6,0.4,,,,0.75,,,299.0671171543,0.0214223913,-72.3655839339,0.0285850305,322.6958818084,-30.6512623079,8.068648,1.2373495,0.56892204,0.66842747,4752.6997,-12.3387406246,0.0481611325,-299.0933339241,0.0512638526,-13.0166165837,0.14762075,23.5576013003,0.0175179356,0,0.0963222651,0,0.1025277053,0,0,,0,0,
97,98106,98764,321,-31,9.56,, K2.5Vk;UnK,-213.3,34,21.3,10,-0.8,3,36.3,1.6,,,,0.74,0.6119,0.74,300.897201098,0.0174767029,-73.754705153,0.0268356929,321.0086023492,-30.9888198889,9.24591,,,,,-2.2371083884,0.0385956912,-216.1173593321,0.0505835319,-3.8227787669,0.3273722556,38.4180774682,0.0424431972,-10.1016322362,0.0867568237,-82.975974592,0.1018473845,1.4877845018,1.4877845018,14.8809932061,14.8809932061,6.0415461543,0.0544897396
98,99452,99452,56.7,-9.4,7.34,64, K1V;BiN,119,561.3,,,,,20.4,0.3,-49,,,0.83,,,302.7734474732,0.1238071629,16.1897137883,0.1133009433,56.6821293803,-9.4379643734,7.0999875,1.023251,0.45248747,0.5707636,5184.3335,-414.6643975896,0.2607742921,398.4803263388,0.2860185341,-49.3027173916,0.1196717997,20.4701002469,0.0375853923,0,0.5215485842,0,0.5720370681,0,0,1.07843776763374E-07,0,0,
98,99452,94557,52.7,3.8,11.56,, M3.5;UnK,97.6,742.1,-0.8,7.8,-33.9,33.8,19.1,1.1,,,,0.41,4.9093,0.25,288.6603590924,0.062151587,19.3195755614,0.0804710002,52.7278032658,3.7825006877,10.369746,2.5706291,1.4198608,1.1507683,3853.2651,-613.8258522424,0.1367271358,435.5440496175,0.1503547815,,,18.1037363114,0.0210877659,199.1614546529,0.3975014279,-37.0637232787,0.4363733155,13.7952722653,13.7952722653,5.1941809331,5.1941809331,12.5170054613,0.1137683835
