source_id_1,source_id_2,ra_1,dec_1,ra_2,dec_2,ra_err_1,dec_err_1,ra_err_2,dec_err_2,parallax_1,parallax_2,par_over_err_1,par_over_err_2,pmra_1,pmdec_1,pmra_2,pmdec_2,pmra_err_1,pmdec_err_1,pmra_err_2,pmdec_err_2,rad_vel_1,rad_vel_2,rad_vel_err_1,rad_vel_err_2,phot_g_1,phot_g_2,phot_g_over_err_1,phot_g_over_err_2,phot_bp_1,phot_bp_2,phot_bp_over_err_1,phot_bp_over_err_2,phot_rp_1,phot_rp_2,phot_rp_1,phot_rp_2,astro_chi2_al_1,astro_chi2_al_2,astro_chi2_al_1,astro_chi2_al_2,astro_n_goodobs_al_1,astro_n_goodobs_al_2,phot_bp_rp_xs_1,phot_bp_rp_xs_2,rv_nb_tran_1,rv_nb_tran_2,pairdistance,angular_distance
6666596907699079680,6666596907699080064,300.2118098114401,-51.85801158035625,300.20967275733796,-51.85688318946368,0.03299528500488205,0.02233061737130397,0.06245592350363366,0.04165720591364645,5.730526645078618,5.893075965246833,131.2856,70.02783,-5.642475111188346,1.5951731770084439,-5.752834801120015,1.2670855803840129,0.061412080004229576,0.04589257081982531,0.10950819885461775,0.08409899716022691,,,,,14.102186,16.06537,4669.2676,1627.011,15.058065,17.388453,516.466,109.76621,13.139169,14.913238,925.4368,423.3595,392.91534,373.7751,392.91534,373.7751,288,297,1.3382465,1.4478054,0,0,0.0017364819238075647,0.0024166642799413685
6666610067478865536,6666610170556076160,300.4658703324632,-51.56491689945317,300.4720189980116,-51.56478135313999,0.028345320291923933,0.021555169439080816,0.03120274194273988,0.03598160549885066,5.166010456838352,5.081218282666471,153.98705,114.85241,69.7313653478493,11.60837875939981,69.56816766168032,11.572175365608073,0.05703607013174087,0.04357528507485663,0.0628465308021981,0.07394213030537164,-18.532685508785843,,0.5238790781534921,,9.493529,15.227224,4651.449,2587.293,9.806887,16.18499,1361.4163,340.9418,9.0484495,14.255038,978.2018,639.6839,686.9992,319.99216,686.9992,319.99216,311,280,1.1912513,1.3464899,6,0,0.0038245881699989024,0.0061501594149142
6666820795754296192,6666821826546455424,298.3709737997593,-51.218638164844734,298.3572025178487,-51.1738329710293,0.10845411573659125,0.08754885456021302,0.041450429380632876,0.03704030055949156,12.65968587980262,12.823352620580652,90.41607,228.04263,-46.38016470467197,-52.19752817640942,-46.16606726367737,-52.272440721621805,0.1802785415125065,0.1570643736222632,0.07629431430994703,0.0649585968937852,,57.935896529250556,,0.6565421923266246,17.029295,11.493466,704.3754,1072.1753,18.979177,12.212335,26.665508,380.8225,15.688707,10.704834,131.86589,541.05194,227.68484,305.71915,227.68484,305.71915,159,139,1.5860815,1.2589417,0,4,0.045628714193465675,0.046873805033311434
6667034101010027776,6667034101010028032,301.0351902161879,-51.01943412430519,301.0328519923324,-51.01930296910097,0.056617768614846326,0.02767697312347549,0.04195469746623221,0.020912865687405826,7.517005360902891,7.378474672976504,101.04008,139.33759,14.95243578350017,-15.33588021447785,13.551688712268106,-16.16958021657477,0.0730526448916573,0.05486855178418561,0.05787532090581614,0.04294283343435491,,,,,14.339641,14.350528,1631.8105,3754.3381,15.615409,15.369361,250.16873,404.10254,13.220464,13.354216,476.8298,460.15897,497.7092,302.3522,497.7092,302.3522,297,300,1.4206555,1.3533285,0,0,0.0014767134377454134,0.0023418993330565564
6667157864787366016,6667157929210179712,302.3148857338596,-50.39593871217177,302.3064596760183,-50.39013422644903,0.11752190510736421,0.059872705154979916,0.17178453534929722,0.0910537329463644,6.451898284074651,6.5856704805377,40.05889,27.107187,75.87504198756409,-156.53140798343878,75.87639798464433,-156.2780569226465,0.17418130432051251,0.12301927392085361,0.2429393153333039,0.18694171941593632,,,,,16.85509,17.728666,1407.8466,1003.3545,18.42287,19.459831,69.8901,30.244932,15.633647,16.4578,298.34238,304.68726,479.26135,426.38995,479.26135,426.38995,332,344,1.4852148,1.5221578,0,0,0.007908720785199906,0.01023183782373665
6667269774455541120,6667269774455541376,302.63836251521144,-49.43988818356374,302.63727086305306,-49.43979070753002,0.04977863555826708,0.0282574234100474,0.0980131115031186,0.05712839725437199,5.024810176732523,5.1102792545648565,74.111206,36.289207,7.884262638436432,-25.578883021456054,7.376526939726936,-25.393092642897884,0.07858911331849154,0.05739854651551359,0.15046893577991122,0.1148473400651769,,,,,15.49922,16.799498,2332.4175,1351.3514,16.745995,18.272493,189.39062,65.14184,14.378944,15.535729,480.83124,371.98282,453.83667,517.92523,453.83667,517.92523,343,337,1.4279923,1.5531633,0,0,7.165040545922864E-4,0.0010959954434410428
6667791114765896064,6667791114765897216,305.4185885402896,-50.00049568003493,305.4106415554712,-49.99753307223132,0.0321759329525014,0.023145168361404123,0.032435687607579824,0.022434573175386708,32.0546852295577,32.0771293952896,771.57764,745.3753,-357.6072255876667,-250.53039911013047,-350.0906783936946,-252.40924604099422,0.06525393999496025,0.04860226347426425,0.06562292201738679,0.045724718569862474,18.306256777598495,18.332580501269454,0.17165248977231853,0.39280836030650806,6.1113977,12.018748,4138.7754,3023.1785,6.4212747,13.215755,692.66595,317.19827,5.6891665,10.943425,614.5572,471.69736,598.57886,691.16547,598.57886,691.16547,238,248,1.1796483,1.390415,17,10,0.005905257056667518,0.00848125065668341
6667803793509358080,6667804102747000448,305.5389268699959,-49.736196763784605,305.5572057274675,-49.73828478702064,0.03112476326044244,0.024533821944700534,0.031168986235897412,0.01993650342366725,25.880314529467206,25.985170940397392,665.1464,717.03424,-11.889912013585814,46.37421458323064,-15.630835545345732,46.8020176711145,0.06077666029706149,0.04828576614354338,0.05803502734316411,0.03985091522426984,,15.487375668390143,,0.454475633597978,13.76828,9.745693,2158.5657,2516.6992,15.193643,10.372685,314.67065,742.40015,12.599208,9.021578,761.6494,818.4845,624.2708,285.3961,624.2708,285.3961,236,249,1.4476764,1.2415208,0,5,0.011996623168208447,0.0183977300637803
6667820767218674560,6667820767220320896,305.608615111291,-49.462910423724026,305.60900001790003,-49.463492596333545,0.053962332570347556,0.05202559428348126,0.05664901366528247,0.054670272215202695,9.846588000521734,9.948747614665209,129.98201,125.62661,18.684811059535832,-52.19343011687005,17.70921897967629,-51.57912349776052,0.10603541872663437,0.10530979061900468,0.11140873617456881,0.11170827027411424,,,,,16.449627,16.474522,1328.4894,1182.752,18.12012,18.118734,78.38573,107.6237,15.139408,15.171615,100.166756,70.72302,461.4042,438.6272,461.4042,438.6272,265,262,1.5813996,1.5756985,0,0,6.336460849069039E-4,6.979097684937178E-4
6668256586141461504,6668256586141461760,307.07924441872706,-48.70893075603704,307.07751679128495,-48.70926974387506,0.07307699753889339,0.0711343617674665,0.03162083115294855,0.026269857410994843,6.1638113273971635,6.0362027425711835,53.648327,133.02136,15.93298445644931,-23.556719380386134,16.778186068309367,-22.679229671203323,0.1455837692215359,0.1416228905359018,0.062178876949524176,0.05059130185964228,,-11.178354358892935,,0.2926358570552819,16.901108,11.188385,637.459,1349.7451,17.87325,11.591121,35.758884,656.33954,15.589978,10.658521,101.5246,703.68494,239.59537,307.87885,239.59537,307.87885,184,201,1.7246608,1.1999714,0,9,0.0011893624578296188,0.0017605707407116365
